0,50
0.0003125,50
0.000625,50
0.0009375,50
0.00125,50
0.0015625,50
0.001875,50
0.0021875,50
0.0025,50
0.0028125,50
0.003125,50
0.0034375,50
0.00375,50
0.0040625,50
0.004375,50
0.0046875,50
0.005,50
0.0053125,50
0.005625,50
0.0059375,50
0.00625,50
0.0065625,50
0.006875,50
0.0071875,50
0.0075,50
0.0078125,50
0.008125,50
0.0084375,50
0.00875,50
0.0090625,50
0.009375,50
0.0096875,50
0.01,50
0.010313,50
0.010625,50
0.010938,50
0.01125,50
0.011562,50
0.011875,50
0.012188,50
0.0125,50
0.012813,50
0.013125,50
0.013437,50
0.01375,50
0.014063,50
0.014375,50
0.014688,50
0.015,50
0.015312,50
0.015625,50
0.015938,50
0.01625,50
0.016563,50
0.016875,50
0.017188,50
0.0175,50
0.017813,50
0.018125,50
0.018437,50
0.01875,50
0.019062,50
0.019375,50
0.019688,50
0.02,50
0.020313,50
0.020625,50
0.020938,50
0.02125,50
0.021563,50
0.021875,49.999
0.022187,49.999
0.0225,49.998
0.022812,49.997
0.023125,49.996
0.023438,49.995
0.02375,49.994
0.024063,49.992
0.024375,49.991
0.024688,49.989
0.025,49.986
0.025313,49.984
0.025625,49.981
0.025938,49.978
0.02625,49.975
0.026562,49.972
0.026875,49.968
0.027187,49.964
0.0275,49.959
0.027813,49.955
0.028125,49.95
0.028438,49.945
0.02875,49.939
0.029063,49.934
0.029375,49.928
0.029688,49.922
0.03,49.915
0.030312,49.908
0.030625,49.901
0.030937,49.894
0.03125,49.886
0.031563,49.879
0.031875,49.871
0.032188,49.863
0.0325,49.856
0.032813,49.848
0.033125,49.84
0.033438,49.833
0.03375,49.825
0.034063,49.818
0.034375,49.811
0.034688,49.804
0.035,49.798
0.035313,49.791
0.035625,49.785
0.035938,49.78
0.03625,49.774
0.036562,49.769
0.036875,49.764
0.037187,49.76
0.0375,49.756
0.037812,49.752
0.038125,49.749
0.038437,49.746
0.03875,49.744
0.039062,49.742
0.039375,49.74
0.039688,49.739
0.04,49.738
0.040313,49.738
0.040625,49.738
0.040938,49.738
0.04125,49.739
0.041563,49.74
0.041875,49.742
0.042188,49.744
0.0425,49.747
0.042813,49.75
0.043125,49.753
0.043438,49.757
0.04375,49.761
0.044062,49.766
0.044375,49.771
0.044687,49.776
0.045,49.782
0.045312,49.788
0.045625,49.795
0.045937,49.801
0.04625,49.809
0.046562,49.816
0.046875,49.824
0.047188,49.832
0.0475,49.841
0.047813,49.85
0.048125,49.859
0.048438,49.868
0.04875,49.878
0.049063,49.887
0.049375,49.897
0.049688,49.906
0.05,49.916
0.050313,49.926
0.050625,49.935
0.050938,49.944
0.05125,49.954
0.051563,49.963
0.051875,49.971
0.052187,49.98
0.0525,49.988
0.052812,49.996
0.053125,50.004
0.053437,50.011
0.05375,50.018
0.054062,50.024
0.054375,50.03
0.054688,50.036
0.055,50.042
0.055313,50.047
